model input: artifacts/round-8/model.xml
using https://api.teaql.io/latest/evaluate
# KSML Evaluation Report

## 📊 Summary
- **Errors**: 0
- **Warnings**: 388
- **Suggestions**: 6
- **Solids**: 371

## ⚠️ Warnings

| Rule ID | Target | Warning Message |
| `KSML-BUSINESS-002` | `commission_record.commission_id` | Field 'commission_id' in business object 'commission_record' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `commission_record.percentage` | Field 'percentage' in business object 'commission_record' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer.customer_id` | Field 'customer_id' in business object 'customer' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer.status` | Field 'status' in business object 'customer' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `private_customer_profile.profile_id` | Field 'profile_id' in business object 'private_customer_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `private_customer_profile.record_type` | Field 'record_type' in business object 'private_customer_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `corporate_customer_profile.company_name` | Field 'company_name' in business object 'corporate_customer_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `corporate_customer_profile.profile_id` | Field 'profile_id' in business object 'corporate_customer_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_contact.contact_id` | Field 'contact_id' in business object 'customer_contact' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_contact.email` | Field 'email' in business object 'customer_contact' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `billing_profile.method` | Field 'method' in business object 'billing_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `billing_profile.profile_id` | Field 'profile_id' in business object 'billing_profile' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_history.history_id` | Field 'history_id' in business object 'customer_history' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_history.total_moves` | Field 'total_moves' in business object 'customer_history' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_preference.key` | Field 'key' in business object 'customer_preference' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_preference.preference_id` | Field 'preference_id' in business object 'customer_preference' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_consent.consent_id` | Field 'consent_id' in business object 'customer_consent' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_consent.scope` | Field 'scope' in business object 'customer_consent' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_feedback.feedback_id` | Field 'feedback_id' in business object 'customer_feedback' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_feedback.rating` | Field 'rating' in business object 'customer_feedback' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `loyalty_tier.level` | Field 'level' in business object 'loyalty_tier' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `loyalty_tier.tier_id` | Field 'tier_id' in business object 'loyalty_tier' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `referral_code.code` | Field 'code' in business object 'referral_code' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `referral_code.uses` | Field 'uses' in business object 'referral_code' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `communication_log.channel` | Field 'channel' in business object 'communication_log' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `communication_log.log_id` | Field 'log_id' in business object 'communication_log' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_rating.rating_id` | Field 'rating_id' in business object 'service_rating' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_rating.score` | Field 'score' in business object 'service_rating' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `account_status.state` | Field 'state' in business object 'account_status' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `account_status.status_id` | Field 'status_id' in business object 'account_status' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `contact_method.method_id` | Field 'method_id' in business object 'contact_method' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `contact_method.record_type` | Field 'record_type' in business object 'contact_method' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_segment.name` | Field 'name' in business object 'customer_segment' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `customer_segment.segment_id` | Field 'segment_id' in business object 'customer_segment' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `product.name` | Field 'name' in business object 'product' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `product.product_id` | Field 'product_id' in business object 'product' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service.name` | Field 'name' in business object 'service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service.service_id` | Field 'service_id' in business object 'service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `moving_service.record_type` | Field 'record_type' in business object 'moving_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `moving_service.service_id` | Field 'service_id' in business object 'moving_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `cleaning_service.record_type` | Field 'record_type' in business object 'cleaning_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `cleaning_service.service_id` | Field 'service_id' in business object 'cleaning_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `box_rental.duration_days` | Field 'duration_days' in business object 'box_rental' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `box_rental.rental_id` | Field 'rental_id' in business object 'box_rental' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_configuration.config_id` | Field 'config_id' in business object 'service_configuration' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_configuration.key` | Field 'key' in business object 'service_configuration' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `price_list.list_id` | Field 'list_id' in business object 'price_list' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `price_list.name` | Field 'name' in business object 'price_list' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_price.amount` | Field 'amount' in business object 'service_price' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_price.price_id` | Field 'price_id' in business object 'service_price' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_bundle.bundle_id` | Field 'bundle_id' in business object 'service_bundle' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_bundle.name` | Field 'name' in business object 'service_bundle' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `storage_unit.size_sqft` | Field 'size_sqft' in business object 'storage_unit' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `storage_unit.unit_id` | Field 'unit_id' in business object 'storage_unit' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `packing_kit.contents` | Field 'contents' in business object 'packing_kit' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `packing_kit.kit_id` | Field 'kit_id' in business object 'packing_kit' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `disposal_service.record_type` | Field 'record_type' in business object 'disposal_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `disposal_service.service_id` | Field 'service_id' in business object 'disposal_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_area.area_id` | Field 'area_id' in business object 'service_area' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_area.region` | Field 'region' in business object 'service_area' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `availability_calendar.calendar_id` | Field 'calendar_id' in business object 'availability_calendar' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `availability_calendar.month` | Field 'month' in business object 'availability_calendar' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_level_agreement.sla_id` | Field 'sla_id' in business object 'service_level_agreement' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_level_agreement.target_hours` | Field 'target_hours' in business object 'service_level_agreement' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `add_on_service.addon_id` | Field 'addon_id' in business object 'add_on_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `add_on_service.name` | Field 'name' in business object 'add_on_service' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `inventory_item.item_id` | Field 'item_id' in business object 'inventory_item' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `inventory_item.sku` | Field 'sku' in business object 'inventory_item' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_category.category_id` | Field 'category_id' in business object 'service_category' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `service_category.name` | Field 'name' in business object 'service_category' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `campaign.campaign_id` | Field 'campaign_id' in business object 'campaign' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `campaign.name` | Field 'name' in business object 'campaign' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `discount_code.code` | Field 'code' in business object 'discount_code' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `discount_code.value` | Field 'value' in business object 'discount_code' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `lead.lead_id` | Field 'lead_id' in business object 'lead' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `lead.source` | Field 'source' in business object 'lead' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `sales_opportunity.opp_id` | Field 'opp_id' in business object 'sales_opportunity' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `sales_opportunity.value` | Field 'value' in business object 'sales_opportunity' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `lead_activity.activity_id` | Field 'activity_id' in business object 'lead_activity' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `lead_activity.record_type` | Field 'record_type' in business object 'lead_activity' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `conversion_event.event_id` | Field 'event_id' in business object 'conversion_event' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `conversion_event.timestamp` | Field 'timestamp' in business object 'conversion_event' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `conversion_metric.metric_id` | Field 'metric_id' in business object 'conversion_metric' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `conversion_metric.name` | Field 'name' in business object 'conversion_metric' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `marketing_channel.channel_id` | Field 'channel_id' in business object 'marketing_channel' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `marketing_channel.name` | Field 'name' in business object 'marketing_channel' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `audience_segment.criteria` | Field 'criteria' in business object 'audience_segment' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `audience_segment.segment_id` | Field 'segment_id' in business object 'audience_segment' should preferably use a rich concrete typical value instead of generic string(). |
| `KSML-BUSINESS-002` | `promotional_offer.description` | Field 'description' in business object 'promotional_offer' should preferably use a rich concrete typical value instead of generic string(). |
